Date,Day,Month,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Species
14-Apr-88,14,Apr,1988,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,14,Right hand bitten,N,Unknown
31-Mar-88,31,Mar,1988,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Standing,F,30,Foot bitten,N,Unknown
16-Mar-88,16,Mar,1988,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Surfing,M,17,"Lower left leg bitten, hand lacerated",N,Unknown
14-Feb-88,14,Feb,1988,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,M,20,Ankle bitten,N,Unknown
2-Feb-88,2,Feb,1988,Unprovoked,FIJI,Vanua Levu,NA,Diving,M,22,Lacerations to left arm & waist,N,Tiger shark
17-Dec-87,17,Dec,1987,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Surfing,M,16,Left calf bitten,N,Blacktip shark
21-Nov-87,21,Nov,1987,Unprovoked,USA,Florida,"North of Jupiter Inlet, Palm Beach County",Surfing,M,15,Leg lacerated,N,Unknown
26-Oct-87,26,Oct,1987,Unprovoked,USA,California,"Davenport Light, San Mateo County",Surfing,M,20,Buttock & leg bitten,N,Unknown
11-Oct-87,11,Oct,1987,Unprovoked,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",Fishing,M,21,Left thigh & calf lacerated,N,White shark
18-Sep-87,18,Sep,1987,Unprovoked,AUSTRALIA,South Australia,"Merino Rocks, Adelaide",Diving,M,47,FATAL,Y,White shark
13-Sep-87,13,Sep,1987,Unprovoked,SOUTH AFRICA,Western Cape Province,Still Bay,Surfing,M,24,Torso lacerated,N,White shark
20-Aug-87,20,Aug,1987,Unprovoked,USA,Florida,"Satellite  Beach, Brevard County",Walking,M,12,Lower left leg lacerated,N,Unknown
15-Aug-87,15,Aug,1987,Unprovoked,USA,California,"Tunitas Beach, San Mateo County",Surfing,M,40,Fingers & surfboard injured,N,White shark
21-Jul-87,21,Jul,1987,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,27,Right foot & ankle lacerated,N,Unknown
12-Jul-87,12,Jul,1987,Unprovoked,USA,Texas,"Mustang Island, near Port Aransas",Paddle and Boogie boarding,F,32,Left foot bitten,N,Unknown
12-Jul-87,12,Jul,1987,Unprovoked,USA,Texas,"Mustang Island, near Port Aransas",Walking,F,16,Puncture wounds to right foot,N,Unknown
9-Jul-87,9,Jul,1987,Unprovoked,BAHAMAS,Exuma Islands,Sampson Cay,Snorkeling,M,35,Right leg bitten,N,Unknown
6-May-87,6,May,1987,Provoked,AUSTRALIA,New South Wales,NA,Fishing,M,34,3 fingers severed by metal trace as he tried to haul in a hooked shark. PROVOKED ACCIDENT,N,Unknown
18-Apr-87,18,Apr,1987,Unprovoked,USA,Texas,"Mustang Island, near Port Aransas",Swimming,F,16,Right arm severed above elbow,N,Unknown
1-Apr-87,1,Apr,1987,Unprovoked,VANUATU,Malampa Province,Vao Island,Swimming,M,8,FATAL,Y,Unknown
30-Mar-87,30,Mar,1987,Unprovoked,AUSTRALIA,Western Australia,Fourth Beach / Twilgth Beach,Surfing,M,18,Calf lacerated,N,Bronze whaler shark
28-Jan-87,28,Jan,1987,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Eerste River,Fishing,M,30,Puncture wounds to right hand,N,White shark
6-Jan-87,6,Jan,1987,Unprovoked,AUSTRALIA,Queensland,Lizard Island,Swimming,M,37,Right leg lacerated,N,Unknown
22-Dec-86,22,Dec,1986,Unprovoked,SOUTH AFRICA,Western Cape Province,SAOU Strand,Paddle and Boogie boarding,M,21,"FATAL, legs bitten",Y,White shark
11-Dec-86,11,Dec,1986,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,40,Forearm bitten,N,Unknown
6-Dec-86,6,Dec,1986,Unprovoked,USA,California,"Monastery Beach, Carmel River State Park, Monterey Peninsula, Monterey California",Diving,M,27,"Punctured lung, lacerations to shoulder, face, jaw, neck & forearm",N,White shark
30-Nov-86,30,Nov,1986,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,17,5' gash in leg,N,Unknown
19-Nov-86,19,Nov,1986,Unprovoked,USA,Florida,"Indiatlantic, Brevard County",Surfing,M,26,Laceration to dorsum of left foot,N,Unknown
4-Nov-86,4,Nov,1986,Unprovoked,USA,Florida,"Tiger Shores Beach, Martin County",Surfing,M,23,Ankle bitten,N,Unknown
3-Oct-86,3,Oct,1986,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Swimming,F,6,Hip & thigh bitten,N,Lemon shark
15-Mar-86,15,Mar,1986,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Walking,M,26,Foot bitten,N,Unknown
5-Mar-86,5,Mar,1986,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"The Fence, King's Beach, Port Elizabeth",Surfing,M,23,"No injury, board struck by shark",N,Unknown
18-Feb-86,18,Feb,1986,Unprovoked,SOUTH AFRICA,Eastern Cape Province,East London,Surfing,M,21,"No injury, board bitten",N,White shark
7-Feb-86,7,Feb,1986,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"King's Beach, Port Elizabeth",Swimming,M,46,Lower leg lacerated,N,Raggedtooth shark
6-Feb-86,6,Feb,1986,Unprovoked,SOUTH AFRICA,Western Cape Province,Arniston,Fishing,M,29,2 punctures in upper arm,N,Raggedtooth shark
1-Feb-86,1,Feb,1986,Unprovoked,AUSTRALIA,Victoria,Jan Juc Beach,Surfing,M,29,"No injury, knocked into water & board bitten",N,Bronze whaler shark
12-Jan-86,12,Jan,1986,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,22,Puncture wounds to both feet,N,Blacktip shark
3-Nov-85,3,Nov,1985,Provoked,USA,California,5 miles south of Redondo Beach,Fishing,M,24,Forearm bitten by hooked shark PROVOKED INCIDENT,N,Unknown
24-Oct-85,24,Oct,1985,Unprovoked,SOUTH AFRICA,Eastern Cape Province,East London,Paddle and Boogie boarding,M,22,"Left leg severely lacerated, superficial lacerations of right leg,  board damaged",N,White shark
22-Oct-85,22,Oct,1985,Unprovoked,USA,California,"Point Conception, Santa Barbara County",Diving,M,46,Minor injury to foot & ankle,N,Unknown
18-Oct-85,18,Oct,1985,Unprovoked,USA,Hawaii,"Little Glass Shacks, Princeville, Kaua'i",Paddle and Boogie boarding,M,33,"Right hand and part of forearm severed , left hand lacerated, right anterior side of board removed by shark",N,Tiger shark
12-Oct-85,12,Oct,1985,Unprovoked,USA,Hawaii,"Barbers Point, O'ahu",Floating,M,24,Left arm lacerated,N,Unknown
22-Aug-85,22,Aug,1985,Unprovoked,USA,South Carolina,"Palmetto Dunes, Hilton Head, Beaufort County",Walking,M,87,Right calf bitten & less serious injury to left foot,N,Unknown
25-Jul-85,25,Jul,1985,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Walking,F,13,Right calf bitten,N,Hammerhead shark
25-Jul-85,25,Jul,1985,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,Hand bitten,N,Unknown
19-Jul-85,19,Jul,1985,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Playing in the water,F,10,2/3rd of left calf removed,N,Tiger shark
8-May-85,8,May,1985,Provoked,SOUTH AFRICA,KwaZulu-Natal,Umdhloti,Fishing,M,39,"After diver shot shark attempting to take his catch, shark bit right arm & tore wetsuit  PROVOKED INCIDENT",N,Unknown
16-Mar-85,16,Mar,1985,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Surfing,M,25,Hand bitten,N,Unknown
3-Mar-85,3,Mar,1985,Unprovoked,AUSTRALIA,South Australia,"Wiseman?s Beach, Peake Bay, Port Lincoln",Diving,F,33,FATAL,Y,White shark
18-Feb-85,18,Feb,1985,Unprovoked,USA,California,"San Miguel Island, Santa Barbara County",Diving,M,29,Bruised,N,White shark
3-Feb-85,3,Feb,1985,Unprovoked,USA,Florida,"15 miles north of Sebastian Inlet, Brevard County",Surfing,M,16,Right foot bitten,N,Unknown
27-Jan-85,27,Jan,1985,Unprovoked,SOUTH AFRICA,Western Cape Province,Struisbaai,Swimming,M,15,"Right knee, calf and ankle lacerated",N,Raggedtooth shark
17-Jan-85,17,Jan,1985,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umbogintwini,Surfing,M,18,Thigh & calf bitten,N,White shark
4-Jan-85,4,Jan,1985,Unprovoked,SOUTH AFRICA,Western Cape Province,"Buffels Bay, False Bay",Fishing,M,34,Minor injury to torso,N,White shark
8-Nov-84,8,Nov,1984,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Gonubie River Mouth,Surfing,M,14,Wetsuit lacerated,N,Unknown
11-Nov-84,11,Nov,1984,Unprovoked,USA,Florida,"Jupiter Island Beach, Martin County",Surfing,M,13,Left foot bitten,N,Unknown
4-Nov-84,4,Nov,1984,Provoked,USA,Florida,"Fowey Rock, Key Biscayne",Fishing,M,29,"Speared shark bit diver's right knee, and lacerated right thigh & buttocks PROVOKED INCIDENT",N,Unknown
21-Oct-84,21,Oct,1984,Unprovoked,USA,Florida,"3 miles south of Sebastian Inlet State Park, Indian River County",Paddle and Boogie boarding,F,23,"9"" laceration to right forearm",N,Unknown
14-Oct-84,14,Oct,1984,Unprovoked,USA,Florida,"Bob Graham Beach, Martin County",Surfing,M,15,Left calf bitten,N,Blacktip shark
30-Sep-84,30,Sep,1984,Unprovoked,USA,Oregon,"""Turnaround"", Cape Kiwanda, Tillamook County",Surfing,M,25,"Abrasion on right foot, board bitten",N,White shark
23-Sep-84,23,Sep,1984,Unprovoked,USA,Florida,Volusia County,Surfing,M,17,Right foot bitten,N,Unknown
22-Sep-84,22,Sep,1984,Unprovoked,USA,Florida,"Indiatlantic, Brevard County",Surfing,M,16,Foot bitten,N,Hammerhead shark
15-Sep-84,15,Sep,1984,Unprovoked,USA,California,"Pigeon Point, San Mateo County",Diving,M,28,FATAL,Y,White shark
24-Jul-84,24,Jul,1984,Unprovoked,USA,Texas,South Padre Island,Swimming,F,13,Lacerations on right foot,N,Unknown
24-Jul-84,24,Jul,1984,Unprovoked,USA,Texas,South Padre Island,Swimming,F,18,Legs severely lacerated,N,Unknown
1-Jul-84,1,Jul,1984,Unprovoked,USA,Florida,NA,Fishing,M,30,Leg abraded,N,Unknown
15-Jun-84,15,Jun,1984,Unprovoked,SOUTH AFRICA,Western Cape Province,"Muizenberg, False Bay",Surfing,M,27,"No injury, board bitten",N,White shark
3-Jun-84,3,Jun,1984,Unprovoked,USA,Hawaii,"Kane'ohe Bay, O'ahu",Diving,F,13,Foot bitten,N,Unknown
31-May-84,31,May,1984,Unprovoked,SOUTH AFRICA,Western Cape Province,Arniston,Fishing,M,28,Swim fin bitten,N,Unknown
17-Feb-84,17,Feb,1984,Provoked,SOUTH AFRICA,KwaZulu-Natal,"Shark tank at Oceanographic Research Insitute, Durban",Diving,M,33,Punctures in wetsuit & left arm bruised by captive shark PROVOKED INCIDENT,N,Dusky shark
11-Feb-84,11,Feb,1984,Unprovoked,AUSTRALIA,Queensland,Derwent Island,Fishing,M,27,Hand bitten,N,Reef shark
5-Jan-84,5,Jan,1984,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Swimming,M,14,Foot bitten,N,Raggedtooth shark
25-Dec-83,25,Dec,1983,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",Surfing,M,17,Left foot & thigh bitten,N,Unknown
24-Dec-83,24,Dec,1983,Unprovoked,AUSTRALIA,South Australia,"Dangerous Reef, South Neptune Island",Diving,M,48,Fingers bitten,N,White shark
22-Dec-83,22,Dec,1983,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Great Fish River,Swimming,M,16,"Left calf, ankle & foot lacerated",N,Unknown
21-Dec-83,21,Dec,1983,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Swimming,M,47,Shin lacerated,N,Raggedtooth shark
17-Oct-83,17,Oct,1983,Unprovoked,USA,Florida,"Stuart Beach, Martin County",Surfing,M,16,Puncture marks in leg & surfboard dinged,N,Unknown
13-Oct-83,13,Oct,1983,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Walking,M,20,Lacerations to left ankle,N,Unknown
4-Sep-83,4,Sep,1983,Unprovoked,USA,Florida,"Off Lake Worth, Palm Beach County",Standing,M,15,Abrasions to leg,N,Unknown
20-Aug-83,20,Aug,1983,Unprovoked,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",Fishing,M,29,Inner thighs lacerated,N,White shark
15-Aug-83,15,Aug,1983,Unprovoked,USA,Virginia,"Virginia Beach, Princess Anne County",Swimming,F,14,Foot bitten,N,Sand shark
13-Aug-83,13,Aug,1983,Provoked,USA,Florida,"Riviera Beach, Palm Beach County",Diving,M,14,Hand abraded when he grabbed shark's tail PROVOKED INCIDENT,N,Grey nurse shark
13-Aug-83,13,Aug,1983,Unprovoked,USA,Florida,"6 miles south of Boca Chica Key, Monroe County",Diving,F,22,Right leg severely bitten,N,Bull shark
26-Jul-83,26,Jul,1983,Sea Disaster,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",Swimming,F,21,"FATAL, shark seized her by the chest and took her underwater",Y,Tiger shark
25-Jul-83,25,Jul,1983,Sea Disaster,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",Swimming,M,24,"FATAL, shark bit leg, then dragged him underwater",Y,Tiger shark
12-Jul-83,12,Jul,1983,Unprovoked,USA,Florida,"Caloosahatchee River, Lee County",Surfing,F,39,Left ankle nipped (3 punctures wounds),N,Hammerhead shark
8-Jul-83,8,Jul,1983,Unprovoked,BAHAMAS,Abaco Islands,Green Turtle Cay,Fishing,M,13,Lacerations to left calf,N,Unknown
5-Jul-83,5,Jul,1983,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",Floating,M,17,"No injury, shark bit air mattress, deflating it",N,Unknown
29-Jun-83,29,Jun,1983,Unprovoked,USA,Florida,"Off 12th Street, Miami Beach",Swimming,M,42,Left foot bitten,N,Unknown
22-Jun-83,22,Jun,1983,Unprovoked,BAHAMAS,Abaco Islands,"Off Sandy Point, Great Abaco Island",Fishing,M,15,FATAL,Y,Unknown
20-Jun-83,20,Jun,1983,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,21,Left foot lacerated,N,Unknown
24-May-83,24,May,1983,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",Surfing,M,15,"Knocked off board by shark, no injury",N,Unknown
21-May-83,21,May,1983,Unprovoked,USA,Florida,"Haulover Inlet, Dade County",Surfing,M,22,Right foot bitten,N,Unknown
12-Apr-83,12,Apr,1983,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Fishing,M,27,Puncture wounds to foot,N,Raggedtooth shark
2-Apr-83,2,Apr,1983,Unprovoked,USA,Florida,"Lake Worth Beach, Palm Beach County",Surfing,M,16,Left foot bitten,N,Unknown
30-Mar-83,30,Mar,1983,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Fishing,M,17,Right calf lacerated,N,Zambesi shark
20-Feb-83,20,Feb,1983,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,Paddle and Boogie boarding,M,16,Puncture wounds to buttocks,N,Unknown
24-Jan-83,24,Jan,1983,Provoked,USA,South Carolina,60 miles southeast of Beaufort,Fishing,M,43,Leg bitten by captive shark PROVOKED INCIDENT,N,Unknown
10-Jan-83,10,Jan,1983,Unprovoked,SOUTH AFRICA,Western Cape Province,Muizenberg,Surfing,M,22,Left foot lacerated,N,Unknown
8-Jan-83,8,Jan,1983,Unprovoked,SOUTH AFRICA,Western Cape Province,Holbaai,Fishing,M,32,"No injury, rammed by shark",N,White shark
13-Oct-82,13,Oct,1982,Unprovoked,USA,Florida,North Dade- Interama area of Biscayne Bay,Surfing,M,26,Left foot lacerated,N,Unknown
30-Sep-82,30,Sep,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,16,"No injury, pressure ding on surfboard",N,Unknown
30-Sep-82,30,Sep,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,16,"No Injury, surfboard bitten",N,White shark
27-Sep-82,27,Sep,1982,Unprovoked,USA,Florida,"Patrick Air Force Base, Brevard County",Surfing,M,20,Laceration to lower left leg,N,Unknown
25-Sep-82,25,Sep,1982,Unprovoked,USA,California,"Monastery Beach, Carmel Bay, Monterey County",Diving,M,36,Lacerations to hand,N,White shark
19-Sep-82,19,Sep,1982,Unprovoked,USA,California,"Bear Harbor, Mendocino County",Diving,M,28,Upper left thigh & buttocks bitten,N,White shark
29-Aug-82,29,Aug,1982,Unprovoked,SOUTH AFRICA,Western Cape Province,Langebaan,Swimming,F,18,"Left knee, lower leg & foot bitten",N,Unknown
24-Jul-82,24,Jul,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Paddle and Boogie boarding,M,38,"No injury, ski bitten",N,White shark
24-Jul-82,24,Jul,1982,Unprovoked,USA,California,"Point Buchon, San Luis Obispo County",Paddle and Boogie boarding,M,26,"No Injury, board bitten",N,White shark
19-Jul-82,19,Jul,1982,Unprovoked,USA,Florida,"Stuart Beach, Martin County",Swimming,M,17,Left ankle bitten,N,Unknown
1-Jul-82,1,Jul,1982,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,F,19,Laceration to left leg,N,Unknown
29-Jun-82,29,Jun,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Ntlonyana Bay,Surfing,M,27,FATAL,Y,White shark
26-Jun-82,26,Jun,1982,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,20,Left arm bitten,N,Unknown
26-Jun-82,26,Jun,1982,Unprovoked,BAHAMAS,Andros Islands,North Rat Cay Reef,Fishing,M,19,Arm severed at elbow,N,Lemon shark
10-Mar-82,10,Mar,1982,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Surfing,M,16,Elbow bitten,N,Unknown
7-Mar-82,7,Mar,1982,Unprovoked,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Surfing,M,20,Legs bitten  FATAL,Y,Unknown
28-Feb-82,28,Feb,1982,Unprovoked,AUSTRALIA,Tasmania,South Cape Bay,Fishing,M,32,"FATAL, body not recovered",Y,White shark
27-Feb-82,27,Feb,1982,Unprovoked,USA,Florida,"Hobe Sound, Palm Beach County",Surfing,M,18,Lacerations to left hand and forearm,N,Unknown
13-Feb-82,13,Feb,1982,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Swimming,F,75,Shark-bitten body found floating 1.5 miles offshore. Bruises suggested she may have been bitten by the shark before drowning,Y,Unknown
7-Feb-82,7,Feb,1982,Unprovoked,USA,Florida,Elliot Key,Diving,M,29,"FATAL Disappeared while diving, bathing suit & diving gear recovered bore marks of shark's teeth",Y,Unknown
29-Jan-82,29,Jan,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpekeweni,Swimming,M,20,Right shin & toe lacerated,N,Raggedtooth shark
19-Dec-81,19,Dec,1981,Unprovoked,USA,California,"South Moss Beach, Spanish Bay, Monterey Peninsula",Surfing,M,24,"FATAL, torso bitten",Y,White shark
9-Nov-81,9,Nov,1981,Unprovoked,USA,Hawaii,"La'au Point, Moloka'i",Diving,M,59,Hand bitten,N,Unknown
19-Oct-81,19,Oct,1981,Unprovoked,USA,Florida,"Jupiter Island, Brevard County",Swimming,M,19,Hand & forearm bitten,N,Unknown
16-Oct-81,16,Oct,1981,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,17,Puncture wounds to left foot,N,Unknown
1-Oct-81,1,Oct,1981,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,24,Laceration to right leg,N,Unknown
28-Sep-81,28,Sep,1981,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,28,5 puncture marks to hip,N,Unknown
15-Sep-81,15,Sep,1981,Unprovoked,USA,Florida,"Tampa Bay, Manatee County",Swimming,M,26,"FATAL, right calf bitten",Y,Tiger shark
3-Sep-81,3,Sep,1981,Unprovoked,USA,Florida,"Patrick Air Force Base, Brevard County",Surfing,M,25,Lacerations to 2 fingers of left hand,N,Unknown
3-Sep-81,3,Sep,1981,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,24,Laceration to foot,N,Unknown
29-Aug-81,29,Aug,1981,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,Laceration to left ankle,N,Unknown
24-Aug-81,24,Aug,1981,Provoked,USA,Florida,Gulf Island National Seashore Park,Fishing,M,19,"Shot shark, then it bit him. Puncture wounds on leg  PROVOKED INCIDENT",N,Unknown
10-Aug-81,10,Aug,1981,Unprovoked,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",Swimming,F,19,FATAL,Y,Unknown
7-Aug-81,7,Aug,1981,Unprovoked,BAHAMAS,Grand Bahama Island,"Gingerbread Reef, east of Little Isaac Island",Snorkeling,M,53,Upper right arm bitten,N,Mako shark
20-Jul-81,20,Jul,1981,Unprovoked,USA,Florida,"St. Petersburg Beach, Pinellas County",Swimming,F,16,"Foot bitten between arch & big toe, no stitches required",N,Sand shark
18-Jul-81,18,Jul,1981,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,M,32,7 lacerations to right foot,N,Unknown
23-May-81,23,May,1981,Unprovoked,SOUTH KOREA,Chungnam,Wae-yeon Island,Diving,F,27,FATAL,Y,White shark
20-May-81,20,May,1981,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,M,27,"Shark & board collided. No injury, but board was dented",N,Raggedtooth shark
19-May-81,19,May,1981,Unprovoked,USA,Florida,"Sands Cut, Elliot Key",Diving,M,32,Massive tissue damage of left arm,N,Unknown
10-May-81,10,May,1981,Unprovoked,SOUTH AFRICA,Eastern Cape Province,King?s Beach,Surfing,M,19,"No Injury, board bitten",N,Raggedtooth shark
5-May-81,5,May,1981,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Ntlonyane Bay,Surfing,M,24,"Left leg bitten, surgically amputated",N,Tiger shark
25-Mar-81,25,Mar,1981,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Standing,M,19,"Lacerations on calf, ankle & heel",N,Unknown
24-Mar-81,24,Mar,1981,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,24,Puncture wounds on  right thigh,N,Unknown
19-Feb-81,19,Feb,1981,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,Swimming,M,30,Foot lacerated,N,Unknown
2-Feb-81,2,Feb,1981,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Surfing,M,15,Lacerations & punctures in left calf & ankle,N,Hammerhead shark
30-Jan-81,30,Jan,1981,Unprovoked,USA,Florida,20 miles from Mayport,Fishing,M,25,3 small punctures in scalp & ripped nostril,N,Tiger shark
12/30/1980,12,Dec,1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Paddle and Boogie boarding,M,25,"No injury, paddleski bitten",N,Unknown
24-Nov-80,24,Nov,1980,Unprovoked,REUNION,Grand'Anse,Petite-Ile,Fishing,M,22,Bitten twice,N,White shark
11-Nov-80,11,Nov,1980,Unprovoked,BRAZIL,Pernambuco,Piedade,Swimming,M,16,FATAL,Y,Unknown
27-Oct-80,27,Oct,1980,Unprovoked,USA,Oregon,Off Umpqua River,Surfing,M,29,Thigh lacerated,N,White shark
17-Oct-80,17,Oct,1980,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",Surfing,M,19,No injury,N,White shark
10-Aug-80,10,Aug,1980,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Walking,F,10,Bitten behind knee & lower leg,N,Unknown
27-Jul-80,27,Jul,1980,Unprovoked,USA,New Jersey,"Ocean City, Cape May County",Paddle and Boogie boarding,M,15,Back bitten,N,Unknown
23-Jul-80,23,Jul,1980,Unprovoked,USA,Delaware,Dewey Beach,Standing,F,22,"No injury, shark bit her bathing suit",N,Unknown
26-Jun-80,26,Jun,1980,Provoked,USA,California,"Off San Clemente Island, Los Angeles County",Diving,F,44,Laceration to lower leg   PROVOKED INCIDENT,N,Blue shark
15-May-80,15,May,1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Fuller?s Bay,Surfing,M,22,"No injury, board bitten",N,Unknown
29-Mar-80,29,Mar,1980,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umdhloti,Diving,M,52,FATAL,Y,Tiger shark
11-Mar-80,11,Mar,1980,Provoked,SOUTH AFRICA,Western Cape Province,Velddrif,Fishing,M,61,Leg lacerated by netted shark PROVOKED INCIDENT,N,Hammerhead shark
31-Jan-80,31,Jan,1980,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Ballito,Paddle and Boogie boarding,M,24,"Both hands & heel of left foot lacerated, right foot severed",N,White shark
25-Jan-80,25,Jan,1980,Unprovoked,KENYA,Lamu Archipelago,South of Lamu Island,Fishing,M,29,Ankle & foot lacerated,N,Unknown
15-Jan-80,15,Jan,1980,Provoked,SOUTH AFRICA,KwaZulu-Natal,Anstey?s,Fishing,M,29,"No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT",N,Zambesi shark
10-Jan-80,10,Jan,1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,King?s Beach,Swimming,M,25,3 small punctures on arm,N,Raggedtooth shark
21-Dec-79,21,Dec,1979,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kenton-on-Sea,Swimming,M,18,Shin lacerated,N,Unknown
5-Dec-79,5,Dec,1979,Invalid,PORTUGAL,Madeira Islands,"Sao Jorge, Madeira Island",Fishing,M,19,FATAL,Y,White shark
1-Dec-79,1,Dec,1979,Unprovoked,SOUTH CHINA SEA,NA,NA,Diving,M,32,Toothmarks on head & neck,N,Unknown
27-Nov-79,27,Nov,1979,Unprovoked,USA,Oregon,"Haystack Rock, Cannon Beach, Clatsop County",Surfing,M,20,Multiple major Injuries,N,White shark
14-Sep-79,14,Sep,1979,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,Diving,M,18,Leg bitten,N,Unknown
5-Aug-79,5,Aug,1979,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Kayaking,M,49,Lacerations to foot,N,Unknown
19-Jun-79,19,Jun,1979,Sea Disaster,USA,Florida,10 miles off Cape Canaveral,Floating,M,56,Lacerations to leg,N,Unknown
5-May-79,5,May,1979,Provoked,SOUTH AFRICA,Western Cape Province,"Hangklip, False Bay",Fishing,M,25,Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,N,White shark
8-Apr-79,8,Apr,1979,Unprovoked,USA,Florida,"Public Beach (Carlin Park), Jupiter, Palm Beach County",Swimming,M,24,Right foot & ankle lacerated,N,Unknown
8-Apr-79,8,Apr,1979,Unprovoked,USA,Florida,"Municipal Beach, Boyton Beach, Palm Beach County",Paddle and Boogie boarding,M,8,Right foot bitten,N,Unknown
24-Mar-79,24,Mar,1979,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,27,Foot & ankle bitten,N,Unknown
21-Feb-79,21,Feb,1979,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Surfing,M,19,Punctures on left thigh,N,Unknown
